pos_20_03_1,pos_20_03_2,pos_20_03_3,pos_20_005_1,pos_20_005_2,pos_20_005_3,pos_2_03_1,pos_2_03_2,pos_2_03_3,pos_2_005_1,pos_2_005_2,pos_2_005_3
7.68188279727843e-06,-9.84525920988236e-05,0.448632598185733,0.000352205612189611,-0.000673008397702619,0.470253886458948,7.68188279727843e-06,-9.84525920988236e-05,0.448632598185733,-0.000562280697770918,-0.00300871857687675,0.525321906526803
2.30456480196341e-05,-0.000295357771526279,0.897265163765975,0.00105661591760538,-0.00201902343711618,0.94050593246032,2.30456480196341e-05,-0.000295357771526279,0.897265163765975,-0.00168682300518484,-0.00902605359160028,1.05061706270848
4.68145667204081e-05,-0.000579325607731171,1.34532196390203,0.0021167813286156,-0.00402371916074489,1.41026389575269,4.61667402633627e-05,-0.000589611301920801,1.34584192065205,-0.0033716213160575,-0.0180531614478408,1.57589238068618
7.9647201691767e-05,-0.000938390661882416,1.79276566254944,0.0035365038502779,-0.00667332231686589,1.87952056591475,7.71208645917087e-05,-0.000980113233024071,1.79436243236102,-0.00561462310561539,-0.0300909487479411,2.10112990799233
0.000122123104707514,-0.00136000402071236,2.23956395204816,0.00531947325903522,-0.00995392366248151,2.34826889322158,0.000115983032908589,-0.00146575585993486,2.24282626771925,-0.00841375558901843,-0.0451402145089303,2.62631168238516
0.000174738454789443,-0.00183114618767184,2.68568981699264,0.00746926648825622,-0.0138514832101191,2.81650198985472,0.0001628275578891,-0.00204542382608689,2.69123300089472,-0.0117669257780553,-0.0632016500337406,3.15141973253156
0.000237902522566147,-0.00233844246168907,3.13112175457945,0.00998934706597973,-0.0183518354854451,3.28421313103003,0.000217728046984091,-0.00271799422679893,3.13958221142861,-0.0156720205387659,-0.0842758387868356,3.67643607869118
0.000311934972377841,-0.00286827957309353,3.57584394966112,0.012883064604633,-0.0234406947925492,3.75139575604425,0.000280757396499278,-0.00348233671338449,3.58787348426619,-0.0201269066499902,-0.108363256274263,4.20134273340167
0.000397064002805991,-0.00340692239004955,4.0198464031101,0.0161536543424571,-0.0291036604837864,4.21804346924059,0.000351987785749281,-0.00433731359780862,4.03610640978715,-0.0251294308628399,-0.135464269928141,4.72612170216506
0.000493425316027607,-0.00394062956989822,4.4631250124818,0.0198042367363389,-0.0353262222310943,4.68415004089431,0.000431490671287075,-0.00528177995787917,4.48428058383513,-0.0306774199610947,-0.165579138995597,5.25075498413519
0.000601061897006326,-0.0044557671056139,4.90568160435765,0.0238378171057119,-0.0420937652957424,5.14970940801877,0.000519336781209197,-0.00631458374296,4.93239560774666,-0.0367686808225177,-0.198708014432155,5.77522457280626
0.000719924575197573,-0.0049389188053234,5.34752391814487,0.0282572853271583,-0.0493915757935037,5.61471567509297,0.00061559610953716,-0.00743456588019338,5.38045108837937,-0.0434010004810916,-0.234850938799606,6.2995124567024
0.000849873334286828,-0.00537699283948821,5.78866554150563,0.0330654155793084,-0.0572048459522823,6.07916311471139,0.000720337910675413,-0.00864056038121915,5.82844663813957,-0.0505721461901719,-0.274007846168345,6.82360062006819
0.000990679329580914,-0.00575732359278272,6.22912579798169,0.0382648661376023,-0.0655186793592694,6.54304616815699,0.00083363069394627,-0.00993139444937776,6.2763818750091,-0.0582798654865559,-0.316178562024209,7.34747104356026
0.00114202756807318,-0.00606776816278094,6.66892958776816,0.0438581792184481,-0.074318096194748,7.00635944589842,0.000955542218202136,-0.0113058885873848,6.72425642257158,-0.0665218862554666,-0.361362803179814,7.87110570493969
0.00130352020290258,-0.00629679695225415,7.10810718296907,0.0498477808722801,-0.0835880384497101,7.46909772801249,0.00108613948651539,-0.0127628567054643,7.1720699100379,-0.0752959167964477,-0.409560177690403,8.39448657976543
0.00147468039188106,-0.00643357790333807,7.54669397903452,0.0562359809249886,-0.0933133751245,7.93125596453286,0.00122548874094627,-0.0143011062299277,7.61982197227108,-0.08459964589017,-0.460770184774214,8.91759564208857
0.00165495666889306,-0.00646805401748808,7.9847302044318,0.0630249729671676,-0.103478907405747,8.39282927572622,0.00137365545738908,-0.0159194382121869,8.06751224981045,-0.094430742866145,-0.514992214737385,9.4404148651474
0.00184372777715846,-0.00639101389279908,8.4222605909386,0.0702168343905958,-0.114069373818904,8.85381295229705,0.00153070434049705,-0.0176166474381877,8.51514038889517,-0.104786857671346,-0.572225548903396,9.96292622206334
0.00204030791445285,-0.0061941550881407,8.85933400726232,0.0778135264713399,-0.12506945535376,9.31420245552222,0.00169669931868612,-0.019391522538251,8.96270604148697,-0.115665620939733,-0.632469359547063,10.4851116865377
0.00224395234222553,-0.00587014019033758,9.29600305898314,0.0858168944988435,-0.136463780560353,9.77399341731659,0.00187170353921797,-0.0212428460973106,9.41020886529241,-0.127064644062677,-0.695722709833092,11.0069532335489
0.0024538633129629,-0.00541264551550138,9.73232365808828,0.0942286679503392,-0.148236930612765,10.233181640231,0.00205577936336259,-0.0231693947655325,9.85764852378424,-0.138981519260293,-0.761984553759201,11.528432840051
0.00266919627291505,-0.00481640241830853,10.1683545656077,0.103050460709897,-0.160373444338342,10.6917630973842,0.00224898836164062,-0.0251699393693056,10.3050246862223,-0.151413819653656,-0.83125373610382,12.0495324856722
0.00288906630023954,-0.00407723121374408,10.6041569110767,0.112283771331396,-0.172857823209933,11.1497339323292,0.00245139130914572,-0.0272432450225892,10.7523370276735,-0.164359099337928,-0.903528992378375,12.5702341534145
0.00311255474152426,-0.00319206773532005,11.0397936927366,0.121929983344694,-0.185674536298821,11.6070904588567,0.00266304818094725,-0.0293880712386063,11.1995852290314,-0.177814893456367,-0.978808948784171,13.0905198303537
0.00333871601234937,-0.00215898256320913,11.4753292625369,0.131990365604229,-0.198808025186064,12.0638291607363,0.00288401814757349,-0.0316031720418687,11.6467689770349,-0.191778718275234,-1.05709212217387,13.6103715083405
0.0035665845298734,-0.000977192956694913,11.9108288001255,0.142466072679288,-0.212242708830033,12.5199466913966,0.00311435957057556,-0.0338872960805226,12.0938879642865,-0.206248071259582,-1.13837692001757,14.129771184701
0.00379518174724166,0.00035293248024865,12.3463577801017,0.153358145285138,-0.225962988388009,12.9754398735465,0.00335412999817237,-0.0362391867390012,12.5409418892695,-0.221220431149933,-1.22266164037355,14.6487008629393
0.00402352326080696,0.00182987638139384,12.7819814368586,0.16466751075422,-0.239953251989753,13.4303056987388,0.00360338616097666,-0.0386575822509726,12.9879304563649,-0.236693258039843,-1.30994447186355,15.1671425534391
0.0042506259616475,0.00345098244183363,13.2177642313641,0.176394983546552,-0.254197879461031,13.8845413268772,0.00386218396780246,-0.0411412158125693,13.4348533758675,-0.252663993454343,-1.40022349365277,15.6850782741671
0.00447551520262422,0.00521247248738269,13.6537693242116,0.188541265798515,-0.268681246995164,14.3381440856689,0.00413057850155398,-0.0436888156958893,13.8817103640013,-0.269130060429255,-1.49349667543447,16.2024900513753
0.0046972319512391,0.00710947080324193,14.0900580592258,0.201106947909144,-0.283387731770708,14.7911114700244,0.00440862401519633,-0.0462991053627528,14.3285011429343,-0.28608886359139,-1.5897618774192,16.7193599203055
0.00491483989687161,0.00913603573899641,14.5266894618196,0.214092509163049,-0.298301716513467,15.2434411414048,0.00469637392780793,-0.0489708035787055,14.7752254407926,-0.303537789239618,-1.68901685032871,17.2356699258923
0.00512743247865615,0.0112851986034446,14.9637197561871,0.22749831838907,-0.313407594001099,15.6951309271201,0.00499388082071505,-0.051702624527254,15.2218829916739,-0.321474205426802,-1.79125923539448,17.7514021234681
0.00533413979742476,0.0135490098501781,15.4012019052641,0.24132463465376,-0.328689771508645,16.1461788195787,0.00530119643370841,-0.0544932779243222,15.6684735356601,-0.339895462042602,-1.89648656436098,18.2665385794671
0.00553413537191458,0.0159185925318079,15.839185177205,0.25557160798878,-0.344132675193384,16.5965829754893,0.00561837166134202,-0.0573414691329151,16.1149968188297,-0.358798890897149,-2.00469625949352,18.7810613721302
0.00572664269599078,0.0183842029662564,16.2777147419188,0.270239280151277,-0.359720754417493,17.0463417150192,0.00594545654931437,-0.0602458992779799,16.5614525932692,-0.37818180580557,-2.11588563359083,19.2949525922101
0.00591094155014493,0.0209352985120637,16.71683130096,0.28532758541629,-0.375438486007051,17.495453520907,0.00628250029093218,-0.0632052653614494,17.0078406170839,-0.398041502673379,-2.23005189000226,19.8081943436766
0.00608637401719324,0.0235606122911592,17.1565707538101,0.300836351400262,-0.391270378446013,17.9439170375347,0.00662955122365652,-0.0662182603774579,17.4541606544079,-0.41837525958272,-2.34719212264976,20.3207687444216
0.00625235014911927,0.0262482346275162,17.5969639032879,0.31676529991467,-0.40720097600383,18.3917310699587,0.00698665682573175,-0.0692835734277167,17.900412475414,-0.43918033687946,-2.46730331605445,20.8326579269649
0.00640835322958357,0.0289857008895271,18.0380362025182,0.333114047848828,-0.423214862795495,18.8388945829014,0.00735386371289696,-0.0723998898370364,18.3465958563225,-0.460453977261137,-2.59038234536792,21.3438440391595
0.00655394457494997,0.0317600853343154,18.4798075455508,0.349882108080888,-0.439296666772835,19.2854066997064,0.00773121763518035,-0.0755658912689855,18.7927105794092,-0.482193405865749,-2.71642597640826,21.8543092448978
0.00668876781593229,0.034558100455474,18.922292103371,0.367068890416045,-0.455431063645953,19.7312667012571,0.00811876347377624,-0.0787802558416712,19.2387564330133,-0.504395830361386,-2.84543086570072,22.3640357248164
0.00681255260229908,0.0373662012342381,19.3654982066776,0.384673702550994,-0.471602780733812,20.1764740248617,0.00851654523800504,-0.0820416582436335,19.6847332115444,-0.527058441036703,-2.97739356052317,22.8730056770026
0.00692511767461466,0.0401706935905296,19.8094282764231,0.402695751063614,-0.487796600742998,20.6210282631045,0.008924606062356,-0.0853487698498373,20.1306407154885,-0.550178410892227,-3.11231049895614,23.3812013176995
0.00702637324983245,0.0429578462275796,20.2540788027246,0.421134142426925,-0.50399736547379,21.0649291626674,0.00934298820361284,-0.0887002588377537,20.5764787514143,-0.573752895732498,-3.25017800993771,23.8886048820115
0.00711632267174624,0.0457140049650049,20.69944037236,0.439987884046306,-0.520189979452718,21.5081766231203,0.00977173303806236,-0.0920947903035167,21.0222471319776,-0.59777903425904,-3.39099231332302,24.3951986246102
0.00719506328285839,0.0484257085634275,21.1454977446643,0.459255885318981,-0.536359413490896,21.9507706956845,0.0102108810587857,-0.0955310263781445,21.4679456759266,-0.622253948164152,-3.53474951994851,24.9009648204392
